Timestamp,Roll,Pitch,Yaw
1740963277.055983,0.11201955190979877,0.18895054729856334,-176.57821627642556
1740963277.072614,0.23799444544130754,0.0494511600155709,-39.87090129717987
1740963277.0887425,0.1865537874341596,0.05869394589296073,-75.2633766132326
1740963277.1048374,0.1856445306872262,-6.928076821645368e-05,-38.347739146111074
1740963277.1208432,0.10587820379340078,0.001462025086321481,-45.41246525263584
1740963277.1369097,0.08560681547602386,-0.0022649792862563115,-18.54618593269987
1740963277.1529746,0.11003466458958575,0.0012205778756048673,-11.621346556590039
1740963277.1690392,0.12843811280868805,0.0038465262530009195,-6.885553519593205
1740963277.1851356,0.14950598744448043,0.014077374589621687,-8.341432896288595
1740963277.201067,0.12932355448377708,0.0015525285710607465,-10.773012949121075
1740963277.2169595,0.10863325957598846,0.03207476415738169,-7.565814354366401
1740963277.2330723,0.09886922197421598,0.016041491810529638,-15.525471185438207
1740963277.249858,0.11539234644234173,0.011775697852337624,-2.895003024194301
1740963277.2670329,0.0951023195266622,-0.009730856641120415,5.069047927247944
1740963277.284453,0.09219336975403777,-0.004195310455050934,6.853501628206829
1740963277.3016903,0.06854968784653044,-0.004357284759787554,7.115146826738805
1740963277.3189943,0.04754391282557995,-0.004501187719478109,5.043575106560913
1740963277.336364,0.04071380046382678,-0.007417174181931146,14.263686255636784
1740963277.3542807,0.05418327179797596,-0.015376820277435045,4.194204626759403
1740963277.3725703,0.036115664134258145,-0.018299303455426238,9.29226155284762
1740963277.3908212,0.031459620915662456,-0.018429693767660134,13.935292425800728
1740963277.4089243,0.052447209372619694,-0.013660714503772757,12.908877577275756
1740963277.4270694,0.05663077182574623,-0.018013627345942293,19.829948114351165
1740963277.4453228,0.07843423801290432,-0.02126797092158753,11.587109923769432
1740963277.4634542,0.07800228454738974,0.005497478635187104,18.257389844904424
1740963277.4816947,0.0783059105561401,0.013021705166252857,21.641737315409397
1740963277.499912,0.07936275834998455,0.006848451981905538,12.552887455737226
1740963277.5182388,0.07745225094004864,0.015576665009743147,7.49468892465083
1740963277.5363774,0.09985998617409542,0.02797821600035357,11.071361859534113
1740963277.5546145,0.08575403886946162,0.03744990450654709,12.608351863726963
1740963277.5727715,0.07665373144456505,0.04428810467499042,10.620281629227419
1740963277.5908644,0.07014729712124301,0.04454934257410866,7.9098316700310685
1740963277.6091049,0.06675138010227893,0.03933483568182855,14.656449175428783
1740963277.6273022,0.04605825576742838,0.06134636208628541,22.348345169844922
1740963277.6455026,0.04587855495526693,0.06010937640142293,27.638393412942822
1740963277.6648002,0.047704743413264875,0.06824383404346158,19.57486016587174
1740963277.683239,0.05072969076433893,0.05946837873162318,26.86009443617095
1740963277.7014112,0.05296673069888573,0.05178513281360786,33.25483041476697
1740963277.7195005,0.05833835308242028,0.04776996123342289,36.40800977851019
