Timestamp,Roll_Angle,Angular_Velocity,PID_Output,Motor_Output,Direction,P_Gain,I_Gain,D_Gain,Sample_Time
17:07:45.431,1.9905,-0.1078,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:45.540,-10.1512,-0.0873,-37.7474,75.0990,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:45.648,-4.7343,0.0708,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:45.755,2.2823,-0.0637,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:45.863,-0.5344,0.0687,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:45.971,-0.6628,-0.0662,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.080,5.1041,0.0479,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.187,-2.9236,-0.0054,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.295,-7.0674,0.0591,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.402,9.0347,0.1190,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.511,7.5483,-0.1474,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.621,0.7911,-0.0335,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.724,12.7601,-0.0709,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.832,-6.0543,0.0444,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:46.940,6.7985,-0.1098,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.048,0.2537,0.0886,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.157,-10.3128,0.0363,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.266,-1.6180,0.0220,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.375,13.0258,-0.0220,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.483,6.4645,-0.0025,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.592,18.5542,-0.0279,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.700,-3.9125,0.0013,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.807,27.8739,-0.0962,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:47.915,6.0512,-0.0383,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.022,-8.0198,0.0332,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.131,13.4518,-0.0945,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.238,-3.5047,0.0716,-30.9869,72.3947,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.348,-1.6849,-0.1502,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.455,1.0368,0.0326,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.563,-1.9094,-0.0028,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.672,10.7355,0.0893,97.2569,98.9027,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.780,-0.7960,-0.0164,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.889,-4.4197,-0.0710,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:48.997,14.6287,0.0108,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.106,-5.7452,-0.0097,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.214,5.7315,-0.0144,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.323,3.6966,0.0191,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.432,-0.1087,0.0212,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.540,2.0468,-0.0577,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:07:49.649,-7.3346,-0.0038,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
