Timestamp,Roll_Angle,Angular_Velocity,PID_Output,Motor_Output,Direction,P_Gain,I_Gain,D_Gain,Sample_Time
17:02:26.790,-8.2968,-0.0678,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.898,2.4352,-0.0233,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.007,-16.8580,0.0335,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.115,-6.2830,-0.0110,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.223,-2.6546,0.1383,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.331,-7.5377,-0.0121,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.439,-7.6551,-0.0832,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.546,0.7489,-0.1195,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.656,-6.9280,-0.3034,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.763,1.0803,-0.0087,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.872,15.4633,-0.2518,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:27.981,5.3035,-0.0144,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.089,13.4739,0.0535,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.197,-4.4078,-0.0660,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.305,2.8692,0.0003,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.414,11.9918,-0.0672,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.522,-3.0629,-0.0073,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.630,1.5517,-0.1446,14.6775,65.8710,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.740,-1.7743,-0.0545,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.847,3.1313,-0.0201,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:28.953,-12.2032,0.0080,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.062,2.3935,-0.0531,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.171,-2.3395,-0.0540,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.278,7.6459,0.0156,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.387,-14.9960,0.0159,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.494,9.7158,0.1104,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.603,-4.6156,0.0889,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.713,7.3215,-0.1035,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.819,-8.2522,0.1437,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:29.928,2.4453,0.1733,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.036,0.5033,-0.1850,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.145,6.5373,0.0046,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.254,-2.2071,-0.0887,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.362,-0.4329,-0.1574,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.470,1.1689,0.1216,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.578,2.7027,0.1413,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.687,-2.3244,-0.0869,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.795,1.2345,0.0266,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:30.902,10.1316,0.3957,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.010,0.6008,-0.1569,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.119,7.3958,-0.0785,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.228,4.9332,0.0193,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.336,16.1910,-0.1610,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.442,5.3187,0.0590,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.551,9.0702,-0.2224,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.661,-6.6040,0.0654,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.766,3.7556,0.0730,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.872,-20.6376,-0.3821,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:31.980,0.4787,-0.2684,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.088,-18.8523,0.2552,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.197,21.4367,0.4780,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.306,0.6830,0.5987,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.415,4.0633,0.6467,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.523,-0.8823,-0.5680,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.631,21.8236,-0.7293,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.740,-18.0748,-0.4940,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.847,10.3452,-0.0730,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:32.955,-14.4457,0.5016,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.064,11.2556,0.1561,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.171,5.6919,-0.0470,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.281,11.8225,-0.0039,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.389,-1.0992,0.9876,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.497,-8.2358,0.9809,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.606,20.8807,1.3247,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.715,22.5573,0.4663,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.824,31.6017,0.3226,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:33.931,17.8841,0.2211,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.038,19.1774,0.1222,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.147,35.5390,0.0367,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.256,12.7040,-0.6045,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.363,39.0069,-0.7186,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.472,24.0373,-0.4838,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.581,21.1266,-1.0895,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.689,9.2032,-0.7828,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.797,-5.7481,-0.1347,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:34.906,12.4627,0.4864,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.015,3.5136,-0.5664,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.123,32.6762,-0.6496,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.231,-15.3874,-0.6741,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.340,20.1880,0.1871,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.447,-9.7994,0.5908,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.555,15.1961,-0.1314,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.664,-6.5307,-0.5042,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.771,-5.1264,-0.8580,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.880,4.2703,-0.1745,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:35.987,-21.1297,0.1017,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.095,6.5361,0.7388,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.204,-5.0465,-0.3689,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.312,14.8500,-0.1241,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.419,-17.3854,-0.4289,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.528,13.4290,0.1607,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.635,-19.3696,0.7957,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:36.742,7.5152,0.1512,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
