Timestamp,Roll_Angle,Angular_Velocity,PID_Output,Motor_Output,Direction,P_Gain,I_Gain,D_Gain,Sample_Time
17:02:24.193,-5.1305,-0.7421,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.302,-4.1576,-0.2774,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.409,17.0360,0.5409,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.518,-3.9431,1.0603,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.626,-7.3166,0.2411,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.733,16.9236,-1.3794,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.842,17.2826,-0.7016,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:24.950,2.5103,0.4889,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.057,-1.8087,0.3629,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.166,8.9694,0.0357,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.274,-9.2483,0.1652,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.382,-9.8897,-0.0311,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.490,-3.6262,-0.0228,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.598,-13.9678,-0.0687,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.707,-10.6002,0.2784,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.814,-0.9205,-0.0888,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:25.922,-3.4896,-0.1389,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.031,0.7474,-0.0328,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.138,-18.5952,0.0157,100.0000,100.0000,clockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.246,-8.7515,-0.0521,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.355,2.8716,0.0233,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.464,-11.8516,-0.0747,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.573,3.3269,-0.1233,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
17:02:26.681,-0.6857,0.0194,-100.0000,100.0000,counterclockwise,5.0000,2.0000,4.5000,0.0100
